,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,PPS,3PAr,PER,USG%,Points_Produced,Possessions_Used,ORtg,Assist/Turnover Ratio,Defensive Possessions,Defensive Rating
427,428,De'Anthony Melton,SG,25,PHI,38,33,26.9,3.7,9.5,0.386,2.0,5.6,0.36,1.6,3.8,0.425,0.493,1.7,2.1,0.835,0.7,3.0,3.7,3.0,1.6,0.4,1.0,2.2,11.1,0.5324251726784344,1.1684210526315788,0.5894736842105263,15.513944532256899,42.468401486988846,12.024,11.424,105.25210084033613,3.0,5.0,20.0
428,429,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,0.5651237890204521,1.3548387096774195,0.48387096774193544,9.454943394616727,28.77333333333333,4.816,4.316,111.58480074142724,1.3333333333333335,1.7000000000000002,58.8235294117647
429,430,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,3.8557393275919267,11.11111111111111,0.0,1.0,0.0,0.0,1.5,66.66666666666667
430,431,D.J. Wilson,PF,27,PHI,2,0,7.5,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0,0.8333333333333334,1.6666666666666667,0.3333333333333333,26.15197109149307,40.0,5.0,3.0,166.66666666666666,0.0,1.5,66.66666666666667
431,432,Terquavion Smith,PG,21,PHI,16,0,5.3,1.1,2.9,0.391,0.8,2.2,0.371,0.3,0.7,0.455,0.533,0.2,0.3,0.6,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.5,3.3,0.5441952506596306,1.1379310344827587,0.7586206896551725,19.3008378810221,64.75471698113208,3.432,3.432,100.0,2.0,0.8,125.0
432,433,Tyrese Maxey,PG,23,PHI,70,70,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,0.5710883753748456,1.2758620689655171,0.3990147783251231,22.032029799540926,65.00266666666667,28.276,24.376,115.99934361667212,3.647058823529412,4.7,21.27659574468085
433,434,Kyle Lowry,PG,37,PHI,60,55,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,2.1,0.512,0.562,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1.0,0.4,1.4,2.4,8.1,0.5893480791618161,1.2857142857142856,0.6666666666666667,12.230647691316113,29.333333333333336,8.672,8.272,104.83558994197293,3.0000000000000004,4.1000000000000005,24.39024390243902
434,435,Mo Bamba,C,25,PHI,57,17,13.0,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,0.564681724845996,1.2571428571428573,0.31428571428571433,15.876877124184555,35.353846153846156,4.796,4.596,104.35161009573542,1.0,4.3,23.255813953488374
435,436,Jeff Dowtin,PG,26,PHI,12,0,11.8,1.7,3.0,0.556,0.8,1.6,0.474,0.9,1.4,0.647,0.681,0.3,0.3,0.75,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3,0.6864623243933589,1.4333333333333333,0.5333333333333333,17.210179150496902,29.932203389830505,4.4319999999999995,3.532,125.48131370328424,5.749999999999999,2.1,47.61904761904762
436,437,Nicolas Batum,PF,35,PHI,60,38,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3,0.5920464700625558,1.2325581395348837,0.7209302325581396,10.330620254693873,20.298039215686277,5.476,5.176,105.79598145285935,3.0000000000000004,4.3999999999999995,22.72727272727273
437,438,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,439,Saben Lee,PG,24,PHO,24,0,7.7,0.8,2.3,0.364,0.1,0.7,0.125,0.8,1.6,0.462,0.382,1.2,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3.0,0.4993342210386152,1.3043478260869565,0.30434782608695654,15.244430701185024,42.90909090909091,3.704,3.304,112.10653753026637,4.333333333333334,1.3,76.92307692307692
439,440,Bradley Beal,SG,30,PHO,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,0.6066666666666667,1.3093525179856114,0.3165467625899281,18.36799909995026,52.552552552552555,19.3,17.5,110.28571428571429,2.0,4.9,20.408163265306122
440,441,Nassir Little,SF,23,PHO,45,2,10.2,1.3,2.8,0.46,0.5,1.6,0.3,0.8,1.2,0.667,0.544,0.4,0.4,0.85,0.3,1.4,1.7,0.5,0.2,0.2,0.3,0.9,3.4,0.5712365591397849,1.2142857142857144,0.5714285714285715,12.602646702461593,32.11764705882353,3.576,3.276,109.15750915750917,1.6666666666666667,1.7999999999999998,55.555555555555564
441,442,Grayson Allen,SG,28,PHO,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,0.6763527054108216,1.4835164835164836,0.6483516483516484,14.493176172059362,33.67164179104478,14.38,11.280000000000001,127.48226950354609,2.3076923076923075,4.8,20.833333333333336
442,443,Bol Bol,PF,24,PHO,43,0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,0.7072905331882481,1.4857142857142858,0.34285714285714286,19.40634975490823,37.39449541284404,5.376,4.0760000000000005,131.89401373895976,1.0,3.2,31.25
443,444,Kevin Durant,PF,35,PHO,75,75,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,0.6283620849564089,1.418848167539267,0.28272251308900526,23.79959155782899,66.83870967741935,29.564,24.864,118.9028314028314,1.5151515151515151,8.2,12.195121951219512
444,445,Drew Eubanks,C,26,PHO,75,6,15.6,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,0.607,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,0.6491853360488798,1.5,0.0,14.681468978138492,30.307692307692307,5.628,4.728,119.03553299492386,1.0,4.1,24.390243902439025
445,446,Eric Gordon,SG,35,PHO,68,24,27.8,4.0,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.565,0.8,0.9,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,1.2,11.0,0.5791912384161753,1.208791208791209,0.6373626373626373,12.65628042031582,38.115107913669064,11.396,10.596,107.5500188750472,1.8181818181818181,3.0,33.333333333333336
446,447,David Roddy,PF,22,PHO,65,13,18.1,2.5,6.3,0.403,0.7,2.5,0.293,1.8,3.8,0.478,0.462,0.7,1.0,0.691,0.8,2.4,3.2,1.2,0.4,0.2,0.9,1.1,6.5,0.4821958456973294,1.0317460317460319,0.39682539682539686,12.003454644629205,42.209944751381215,6.94,7.640000000000001,90.83769633507853,1.3333333333333333,3.0,33.333333333333336
447,448,Josh Okogie,SG,25,PHO,60,11,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.0,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,0.5544840887174542,1.352941176470588,0.4705882352941177,11.46663347857773,29.674999999999997,5.348,4.747999999999999,112.636899747262,1.8333333333333335,2.5,40.0
448,449,Devin Booker,PG,27,PHO,68,68,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,0.6117933899223407,1.4114583333333335,0.3177083333333333,24.30792184786215,68.74444444444445,30.048000000000002,24.748,121.41587198965573,2.6538461538461537,5.000000000000001,19.999999999999996
449,450,Isaiah Thomas,PG,34,PHO,6,0,3.2,0.5,1.7,0.3,0.3,0.7,0.5,0.2,1.0,0.167,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3,0.3823529411764706,0.7647058823529412,0.4117647058823529,11.032862804223639,53.125,1.3,1.7,76.47058823529412,0.0,0.0,0.0
450,451,Ish Wainright,SF,29,PHO,11,0,5.6,0.6,2.2,0.292,0.6,1.8,0.35,0.0,0.4,0.0,0.438,0.2,0.2,1.0,0.3,1.0,1.3,0.1,0.4,0.1,0.2,0.7,2.1,0.4589160839160839,0.9545454545454545,0.8181818181818181,13.956099957479472,44.42857142857144,2.188,2.4880000000000004,87.94212218649517,0.5,1.5,66.66666666666667
451,452,Royce O'Neale,SF,30,PHO,79,14,24.7,2.7,6.8,0.397,2.0,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,2.2,7.7,0.5518922018348624,1.1323529411764706,0.7794117647058824,13.707183851442798,31.88663967611336,7.876,7.876,100.0,3.1111111111111107,5.3,18.867924528301888
452,453,Jusuf Nurki?,C,29,PHO,76,76,27.3,4.2,8.3,0.51,0.3,1.2,0.244,3.9,7.1,0.555,0.528,2.2,3.4,0.64,2.9,8.1,11.0,4.0,1.1,1.1,2.3,3.3,10.9,0.5563495304205798,1.3132530120481927,0.14457831325301204,19.287907673142605,44.30769230769231,12.396,12.096,102.48015873015873,1.7391304347826089,10.299999999999999,9.708737864077671
453,454,Thaddeus Young,PF,35,PHO,33,6,13.3,2.0,3.3,0.602,0.0,0.2,0.143,1.9,3.1,0.634,0.606,0.2,0.5,0.4,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2,0.5965909090909091,1.272727272727273,0.060606060606060615,15.064987395677905,30.22556390977443,4.42,4.02,109.95024875621891,3.4,2.6,38.46153846153846
454,455,Udoka Azubuike,C,24,PHO,16,0,7.1,1.0,1.4,0.696,0.0,0.0,0.0,1.0,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,1.1,2.2,0.6278538812785389,1.5714285714285716,0.0,12.835149408934303,28.901408450704228,2.552,2.052,124.3664717348928,0.6666666666666667,1.8000000000000003,55.55555555555555
455,456,Théo Maledon,PG,22,PHO,17,1,12.5,1.2,4.1,0.286,0.3,1.8,0.167,0.9,2.4,0.375,0.321,0.8,0.9,0.933,0.2,1.2,1.4,1.6,0.4,0.0,1.1,1.2,3.5,0.3892348754448399,0.853658536585366,0.4390243902439025,8.690501162711545,44.768,3.896,5.596,69.62115796997855,1.4545454545454546,1.6,62.5
456,457,Kris Murray,SF,23,POR,62,29,21.7,2.3,5.9,0.396,0.8,3.0,0.268,1.5,3.0,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,0.48443456162642945,1.0338983050847457,0.5084745762711864,10.512703019409127,33.16129032258065,6.4959999999999996,7.196000000000001,90.27237354085601,1.4444444444444444,3.4,29.411764705882355
457,458,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,0.5752794214332676,1.337579617834395,0.3248407643312102,17.998395352960856,60.0353982300885,23.552,20.352,115.72327044025157,1.3333333333333333,4.3,23.255813953488374
458,459,Rayan Rupert,SG,19,POR,39,12,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.7,2.1,0.313,0.422,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,0.4582951420714941,0.9756097560975611,0.48780487804878053,9.16436593804458,31.876543209876544,4.264,5.164,82.571649883811,2.0,2.1,47.61904761904762
459,460,Anfernee Simons,SG,24,POR,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,0.5673830086362723,1.2417582417582418,0.4835164835164836,19.570118796440426,65.74418604651163,24.316000000000003,22.616,107.51680226388399,2.0370370370370368,3.8000000000000003,26.31578947368421
460,461,Duop Reath,C,27,POR,68,20,17.9,3.4,7.3,0.461,1.3,3.6,0.359,2.1,3.7,0.559,0.549,1.0,1.4,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,2.4,9.1,0.5747852450732693,1.2465753424657533,0.4931506849315069,17.110604205757706,48.6927374301676,9.716,8.716,111.47315282239559,1.25,3.4,29.411764705882355
461,462,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,0.5599144079885877,1.236220472440945,0.4015748031496063,18.998905827792004,54.07665505226481,17.02,15.52,109.66494845360825,3.6666666666666665,4.0,25.0
462,463,Moses Brown,C,24,POR,22,5,9.1,1.5,3.0,0.508,0.0,0.0,0.0,1.5,3.0,0.508,0.508,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4,0.47013274336283184,1.1333333333333333,0.0,14.490800549850983,45.230769230769226,4.016,4.116,97.57045675413023,0.6,2.7,37.03703703703704
463,464,Matisse Thybulle,SF,26,POR,65,19,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.524,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,0.5319148936170213,1.1020408163265305,0.7346938775510203,10.607492473287834,24.786026200873366,5.5760000000000005,5.676,98.23819591261451,2.3333333333333335,4.1,24.390243902439025
464,465,Scoot Henderson,PG,19,POR,62,32,28.5,5.0,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14.0,0.487736900780379,1.0852713178294573,0.3333333333333333,14.48416860451924,62.287719298245605,15.452,17.752,87.0437133844074,1.5882352941176472,3.3,30.303030303030305
465,466,Jabari Walker,SF,21,POR,72,23,23.6,3.3,7.1,0.46,0.6,1.9,0.295,2.7,5.1,0.522,0.5,1.8,2.4,0.754,2.1,5.0,7.1,1.0,0.6,0.3,0.9,2.4,8.9,0.5456105934281511,1.2535211267605635,0.2676056338028169,15.03653096655599,38.3728813559322,9.956,9.056,109.93816254416961,1.1111111111111112,5.8999999999999995,16.949152542372882
466,467,Taze Moore,SG,25,POR,4,0,10.0,2.0,4.8,0.421,0.3,1.8,0.143,1.8,3.0,0.583,0.447,0.3,0.5,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,0.4482071713147411,0.9375,0.375,14.695396063335144,58.19999999999999,4.72,5.819999999999999,81.09965635738833,1.625,1.5,66.66666666666667
467,468,Dalano Banton,PG,24,POR,54,9,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,0.5015582391897156,1.10752688172043,0.3978494623655914,16.96974650722776,60.14432989690723,11.268,11.668000000000001,96.57182036338705,1.7142857142857144,3.5,28.571428571428573
468,469,Justin Minaya,SF,24,POR,34,1,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.3,0.7,0.4,0.378,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.0,1.8,0.385934819897084,0.8181818181818181,0.6363636363636362,6.735569477548009,23.5,1.932,2.632,73.40425531914893,2.0,1.4000000000000001,71.42857142857142
469,470,Ibou Badji,C,21,POR,22,1,10.3,0.6,1.0,0.636,0.0,0.0,0.0,0.6,1.0,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,0.6147540983606558,1.5,0.0,8.554565599756508,18.640776699029125,1.72,1.92,89.58333333333334,0.8571428571428572,2.4,41.66666666666667
470,471,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0.0,0.0,0.0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,0.6854838709677419,1.5813953488372092,0.0,16.931724873338464,31.11111111111111,7.46,6.16,121.1038961038961,0.6666666666666667,6.9,14.492753623188404
471,472,Deandre Ayton,C,25,POR,55,55,32.4,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,0.5873663477771525,1.2279411764705883,0.014705882352941178,20.14484097966507,49.4320987654321,17.316,16.016,108.11688311688312,0.888888888888889,9.700000000000001,10.309278350515463
472,473,Toumani Camara,PF,23,POR,70,49,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2.0,3.8,0.523,0.516,1.1,1.4,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,0.5422209369577791,1.1904761904761905,0.39682539682539686,11.48610144713219,32.7258064516129,8.116,8.116,100.0,1.0,4.3,23.255813953488374
473,474,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,0.5220646178092987,1.1691176470588236,0.4117647058823529,14.7594844981852,52.95468277945619,17.528,17.528,100.0,1.2608695652173914,5.000000000000001,19.999999999999996
474,475,Ashton Hagans,PG,24,POR,19,1,16.6,1.5,3.7,0.408,0.4,1.3,0.32,1.1,2.4,0.457,0.465,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,0.5126953125,1.135135135135135,0.35135135135135137,10.61590670813157,34.31325301204819,4.596,5.696,80.68820224719101,1.7499999999999998,2.7,37.03703703703704
475,476,Domantas Sabonis,C,27,SAC,82,82,35.7,7.7,13.0,0.594,0.4,1.1,0.379,7.3,12.0,0.613,0.609,3.6,5.1,0.704,3.6,10.1,13.7,8.2,0.9,0.6,3.3,3.0,19.4,0.6363159275780634,1.4923076923076921,0.08461538461538462,23.912064065233967,51.943977591036415,21.644,18.544,116.71699741156166,2.484848484848485,11.6,8.620689655172415
476,477,Keon Ellis,SG,24,SAC,57,21,17.2,1.9,4.1,0.461,1.2,2.9,0.417,0.6,1.1,0.578,0.612,0.5,0.6,0.743,0.6,1.6,2.2,1.5,0.9,0.5,0.6,2.0,5.4,0.618698441796517,1.3170731707317076,0.7073170731707318,13.087681418327705,28.86046511627907,5.664000000000001,4.9639999999999995,114.10153102336828,2.5,3.0,33.333333333333336
477,478,Sasha Vezenkov,PF,28,SAC,42,0,12.2,2.0,4.5,0.44,1.1,2.9,0.375,0.9,1.7,0.549,0.558,0.3,0.4,0.8,0.7,1.6,2.3,0.5,0.5,0.2,0.3,1.0,5.4,0.5774165953806673,1.2000000000000002,0.6444444444444444,15.730756886055733,40.786885245901644,5.5760000000000005,4.976,112.05787781350483,1.6666666666666667,2.3000000000000003,43.47826086956521
478,479,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,0.0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,0.2727272727272727,0.5454545454545454,0.36363636363636365,8.046760335844022,27.083333333333336,0.6,1.3,46.15384615384615,2.0,1.1,90.9090909090909
479,480,Mason Jones,SG,25,SAC,5,0,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0.0,0.2,0.0,0.375,0.2,0.4,0.5,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,1.4,0.3941441441441441,0.8749999999999999,0.8749999999999999,10.345834717513743,38.85714285714286,1.5759999999999998,2.176,72.42647058823529,2.5,1.0,100.0
480,481,Kessler Edwards,SF,23,SAC,54,0,5.1,0.6,1.5,0.415,0.4,1.0,0.385,0.3,0.6,0.467,0.537,0.1,0.2,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5,1.7,0.535264483627204,1.1333333333333333,0.6666666666666666,12.661814057872212,33.09803921568628,1.788,1.6880000000000002,105.92417061611374,2.9999999999999996,0.9,111.11111111111111
481,482,Trey Lyles,PF,28,SAC,58,0,20.0,2.5,5.5,0.445,1.4,3.8,0.384,1.0,1.8,0.578,0.576,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,0.59721300597213,1.309090909090909,0.6909090909090909,13.75996017429328,33.64,7.728,6.728000000000001,114.86325802615931,1.7142857142857144,3.9999999999999996,25.000000000000004
482,483,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,0.443,1.9,5.3,0.361,2.0,3.4,0.571,0.553,0.6,0.7,0.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,0.5599472990777338,1.159090909090909,0.6022727272727272,15.322647627219373,40.60655737704919,10.508,9.908000000000001,106.05571255551068,3.25,3.9999999999999996,25.000000000000004
483,484,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,0.7507507507507508,1.6666666666666667,0.4166666666666667,16.474110687572555,41.4054054054054,2.132,1.5319999999999998,139.16449086161882,1.4999999999999998,0.3,333.33333333333337
484,485,Filip Petruev,C,23,SAC,3,0,3.3,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0.49603174603174605,1.4285714285714286,0.0,7.406677127310975,30.545454545454547,1.308,1.008,129.76190476190476,0.0,0.3,333.33333333333337
485,486,De'Aaron Fox,PG,26,SAC,74,74,35.9,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.6,2.0,0.4,2.6,2.6,26.6,0.5681818181818182,1.272727272727273,0.37320574162679426,23.26612041394455,72.44568245125348,29.108,26.008,111.91940941248848,2.1538461538461537,6.1000000000000005,16.39344262295082
486,487,Chris Duarte,SF,26,SAC,59,11,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.6,1.4,0.434,0.486,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,0.5046583850931677,1.0833333333333333,0.6111111111111112,11.525994825317563,34.95081967213115,4.164,4.264,97.65478424015008,1.7499999999999998,2.0,50.0
487,488,Davion Mitchell,PG,25,SAC,72,4,15.3,2.0,4.5,0.452,0.8,2.2,0.361,1.2,2.3,0.539,0.54,0.4,0.6,0.714,0.3,1.1,1.3,1.9,0.2,0.0,0.6,1.2,5.3,0.5562552476910159,1.1777777777777778,0.48888888888888893,11.774303726712944,35.05882352941176,5.564,5.364,103.72856077554064,3.1666666666666665,1.3,76.92307692307692
488,489,Jalen Slawson,SF,24,SAC,12,0,3.1,0.3,0.5,0.667,0.0,0.2,0.0,0.3,0.3,1.0,0.667,0.0,0.0,0.0,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7,0.7,0.7,1.4,0.4,10.804722547726046,22.58064516129032,0.7,0.7,100.0,1.0,0.7,142.85714285714286
489,490,Colby Jones,SG,21,SAC,30,0,6.4,0.9,2.4,0.394,0.1,0.7,0.091,0.9,1.6,0.531,0.408,0.2,0.4,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,1.0,2.1,0.40760869565217395,0.8750000000000001,0.2916666666666667,12.494481380851559,44.93749999999999,2.2760000000000002,2.876,79.13769123783032,2.3333333333333335,1.2,83.33333333333334
490,491,Harrison Barnes,PF,31,SAC,82,82,29.0,4.2,8.9,0.474,1.8,4.7,0.387,2.4,4.2,0.571,0.576,1.9,2.4,0.801,0.8,2.2,3.0,1.2,0.7,0.1,0.7,1.2,12.2,0.6126958617918843,1.3707865168539324,0.5280898876404494,13.225128086453987,36.744827586206895,13.256,10.655999999999999,124.3993993993994,1.7142857142857144,3.0000000000000004,33.33333333333333
491,492,Malik Monk,SG,25,SAC,72,0,26.0,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,0.5648474178403756,1.2419354838709677,0.47580645161290325,19.451495657992186,60.5076923076923,16.632,15.732,105.72082379862701,2.4285714285714284,3.7,27.027027027027025
492,493,Keegan Murray,SF,23,SAC,77,77,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6.0,0.56,0.548,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1.0,0.8,0.8,2.7,15.2,0.5669949268874962,1.1968503937007875,0.5196850393700787,15.716328780945355,42.273809523809526,15.904,14.204,111.96845958884822,2.125,5.8999999999999995,16.949152542372882
493,494,Alex Len,C,30,SAC,48,0,9.3,1.0,1.7,0.617,0.0,0.1,0.0,1.0,1.6,0.641,0.617,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5,0.6225099601593626,1.4705882352941178,0.05882352941176471,14.016937359212166,28.043010752688172,2.808,2.608,107.6687116564417,1.6666666666666667,2.5999999999999996,38.46153846153847
494,495,JaVale McGee,C,36,SAC,46,0,7.4,1.7,2.9,0.598,0.0,0.2,0.143,1.7,2.7,0.624,0.602,0.6,1.0,0.578,0.9,1.8,2.7,0.4,0.3,0.4,0.7,1.0,4.0,0.5988023952095809,1.3793103448275863,0.06896551724137931,20.266418345850397,54.59459459459459,4.44,4.04,109.90099009900992,0.5714285714285715,2.5,40.0
495,496,David Duke Jr.,SG,24,SAS,4,0,12.8,2.5,4.5,0.556,0.8,1.5,0.5,1.8,3.0,0.583,0.639,0.8,0.8,1.0,0.5,2.0,2.5,1.3,0.5,0.0,0.8,1.0,6.5,0.6698268755152514,1.4444444444444444,0.3333333333333333,18.52955163273457,44.15625,6.852,5.652,121.23142250530786,1.625,2.5,40.0
496,497,Jeremy Sochan,PF,20,SAS,74,73,29.6,4.6,10.5,0.438,0.9,3.1,0.308,3.6,7.4,0.492,0.483,1.5,1.9,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6,0.5116443189837685,1.1047619047619048,0.29523809523809524,14.700289363539376,44.71621621621622,12.436,13.236,93.95587790873374,1.7894736842105263,5.8999999999999995,16.949152542372882
