,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,PPS,3PAr,PER,USG%,Points_Produced,Possessions_Used,ORtg,Assist/Turnover Ratio,Defensive Possessions,Defensive Rating
357,358,Dyson Daniels,PG,20,NOP,61,16,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.514,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,0.5276564774381368,1.1372549019607843,0.4313725490196079,12.719654790964205,29.130044843049323,6.196,6.4959999999999996,95.38177339901479,2.7,4.7,21.27659574468085
358,359,Jordan Hawkins,SG,21,NOP,67,10,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,0.501,1.0,1.2,0.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,7.8,0.5322052401746725,1.1470588235294117,0.6470588235294118,13.692283663954244,45.826589595375715,8.328,7.927999999999999,105.04540867810293,1.6666666666666667,2.2,45.45454545454545
359,360,Cody Zeller,C,31,NOP,43,0,7.4,0.6,1.4,0.419,0.0,0.1,0.333,0.6,1.4,0.424,0.427,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.0,1.8,0.5011135857461025,1.2857142857142858,0.07142857142857144,12.72258053099663,29.67567567567567,2.196,2.1959999999999997,100.00000000000003,2.25,1.8,55.55555555555556
360,361,Dereon Seabron,SG,23,NOP,6,0,9.2,0.7,2.2,0.308,0.2,0.3,0.5,0.5,1.8,0.273,0.346,0.8,1.0,0.833,0.2,1.0,1.2,0.8,0.3,0.2,0.0,0.7,2.3,0.43560606060606055,1.0454545454545452,0.13636363636363635,10.95496447896156,28.695652173913047,2.7399999999999998,2.64,103.78787878787878,0.0,1.5,66.66666666666667
361,362,CJ McCollum,PG,32,NOP,66,66,32.7,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,0.590876861262113,1.25,0.525,20.199952265094684,56.954128440366965,20.924,18.624,112.34965635738833,2.705882352941176,5.2,19.23076923076923
362,363,Charlie Brown Jr.,SG,26,NYK,8,0,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8,0.3076923076923077,0.6153846153846154,0.6923076923076923,2.689542177469606,34.78260869565218,0.8,1.6,50.0,0.0,0.4,250.0
363,364,Josh Hart,SF,28,NYK,81,42,33.4,3.6,8.4,0.434,1.0,3.2,0.31,2.7,5.2,0.511,0.493,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,2.1,9.4,0.5212954747116239,1.119047619047619,0.38095238095238093,13.569873530431568,31.48502994011976,10.016,10.516,95.24534043362496,2.733333333333333,8.0,12.5
364,365,Mamadi Diakite,PF,27,NYK,6,0,4.0,0.7,1.0,0.667,0.0,0.2,0.0,0.7,0.8,0.8,0.667,0.7,1.0,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0,0.6944444444444444,2.0,0.2,18.557841024540274,41.0,2.44,1.64,148.78048780487805,1.4999999999999998,0.8999999999999999,111.11111111111113
365,366,Jericho Sims,C,25,NYK,45,11,13.0,0.8,1.2,0.691,0.0,0.0,0.0,0.8,1.2,0.691,0.691,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0,0.7042253521126761,1.6666666666666667,0.0,9.377570699079765,13.999999999999998,2.22,1.8199999999999998,121.978021978022,1.4999999999999998,2.6,38.46153846153846
366,367,Miles McBride,PG,23,NYK,68,14,19.5,3.0,6.7,0.452,1.6,3.9,0.41,1.4,2.8,0.511,0.572,0.6,0.7,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,1.6,8.3,0.5921803652968037,1.2388059701492538,0.582089552238806,14.190152361478782,37.98974358974359,8.608,7.408,116.19870410367172,4.25,1.8,55.55555555555556
367,368,Mitchell Robinson,C,25,NYK,31,21,24.8,2.4,4.1,0.575,0.0,0.0,0.0,2.4,4.1,0.575,0.575,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,0.5573248407643312,1.3658536585365855,0.0,12.045805543072952,23.483870967741932,6.524,5.824,112.01923076923077,0.7499999999999999,6.199999999999999,16.12903225806452
368,369,Bojan Bogdanovi?,PF,34,NYK,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,0.5826433609322293,1.2773109243697478,0.4957983193277311,16.299349965992935,57.312741312741316,16.344,14.844000000000001,110.1050929668553,0.9444444444444444,2.9,34.48275862068966
369,370,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,0.5686125852918879,1.3186813186813187,0.29120879120879123,21.762054170984946,69.50282485875707,26.904,24.604,109.34807348398635,1.4285714285714286,7.8,12.820512820512821
370,371,Ryan Arcidiacono,PG,29,NYK,20,0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,0.0,0.0,1.0,3.9359153816628356,17.39130434782609,0.0,0.4,0.0,2.0,0.5,200.0
371,372,Jalen Brunson,PG,27,NYK,77,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,0.5915086562242374,1.341121495327103,0.31775700934579443,25.009740281108435,75.31073446327683,31.56,26.659999999999997,118.37959489872469,2.791666666666667,4.2,23.80952380952381
372,373,Donte DiVincenzo,SG,27,NYK,81,63,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2.0,3.7,0.542,0.584,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,0.5954210202827289,1.25,0.7016129032258064,17.524516710794327,49.539518900343644,16.116,14.416,111.79245283018867,1.9285714285714288,4.6000000000000005,21.739130434782606
373,374,OG Anunoby,SF,26,NYK,50,50,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,0.5979498861047836,1.2782608695652173,0.4608695652173913,14.475293501207638,40.858823529411765,15.491999999999999,13.892,111.51742009789807,1.3125,5.3,18.867924528301888
374,375,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.035070251883017,50.0,0.0,0.5,0.0,0.0,0.0,0.0
375,376,Precious Achiuwa,C,24,NYK,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5.0,0.562,0.529,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6,0.5459770114942528,1.2063492063492063,0.20634920634920637,14.632978555935534,36.80365296803653,8.26,8.06,102.48138957816377,1.1818181818181817,5.5,18.181818181818183
376,377,Alec Burks,SG,32,NYK,66,1,18.4,3.2,8.6,0.369,1.9,5.0,0.376,1.3,3.6,0.36,0.478,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.1,10.4,0.5360824742268042,1.2093023255813955,0.5813953488372093,16.82603825660863,56.521739130434774,11.5,10.399999999999999,110.5769230769231,1.8571428571428574,2.5,40.0
377,378,Jacob Toppin,SF,23,NYK,9,0,4.2,0.6,1.0,0.556,0.1,0.4,0.25,0.4,0.6,0.8,0.611,0.2,0.2,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,0.3,1.4,0.6433823529411764,1.4,0.4,12.860447322464994,28.28571428571429,1.488,1.1880000000000002,125.25252525252525,2.9999999999999996,0.5,200.0
378,379,Shake Milton,SG,27,NYK,48,0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1.0,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5,0.4955947136563877,1.0975609756097562,0.3170731707317074,12.868166322196847,42.47933884297521,4.94,5.14,96.10894941634243,2.166666666666667,1.8000000000000003,55.55555555555555
379,380,Isaiah Hartenstein,C,25,NYK,75,49,25.3,3.1,4.9,0.644,0.0,0.0,0.333,3.1,4.8,0.646,0.645,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,2.8,7.8,0.6696428571428571,1.5918367346938773,0.0,16.459282505135498,27.762845849802375,8.724,7.024000000000001,124.2027334851936,2.0833333333333335,7.4,13.513513513513512
380,381,DaQuan Jeffries,SG,26,NYK,17,0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,0.3831417624521073,0.8,0.6,8.829084257384412,46.074074074074076,0.8440000000000001,1.244,67.84565916398714,1.4999999999999998,0.4,250.0
381,382,Chet Holmgren,C,21,OKC,82,82,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,0.6299633475870495,1.4224137931034484,0.3706896551724138,21.656459577335315,49.986394557823125,17.996,14.696,122.45508982035928,1.4999999999999998,9.2,10.869565217391305
382,383,Ousmane Dieng,PF,20,OKC,33,0,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.513,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,0.5376344086021505,1.1428571428571428,0.6,12.450730519650547,38.91891891891892,4.22,4.32,97.68518518518518,1.8333333333333335,1.5999999999999999,62.50000000000001
383,384,Mike Muscala,C,32,OKC,53,6,11.3,1.1,2.9,0.359,0.5,1.8,0.292,0.5,1.1,0.467,0.449,0.3,0.5,0.68,0.7,1.6,2.4,0.7,0.2,0.2,0.4,1.0,3.0,0.4807692307692307,1.0344827586206897,0.6206896551724138,10.467909463443105,31.150442477876105,3.22,3.52,91.47727272727273,1.7499999999999998,2.0,50.0
384,385,Isaiah Joe,SG,24,OKC,78,1,18.5,2.8,6.2,0.458,1.9,4.5,0.416,1.0,1.7,0.568,0.609,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,1.1,8.2,0.6299938537185003,1.3225806451612903,0.7258064516129032,15.250785636515184,38.42162162162162,8.508,7.108,119.69611705120991,2.166666666666667,2.8,35.714285714285715
385,386,Bismack Biyombo,C,31,OKC,40,27,19.8,1.9,3.3,0.565,0.0,0.0,0.0,1.9,3.3,0.565,0.565,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4,0.5617977528089888,1.3333333333333335,0.0,11.0185752326046,25.333333333333332,5.016,5.016,100.0,1.1818181818181817,4.9,20.408163265306122
386,387,Shai Gilgeous-Alexander,PG,25,OKC,75,75,34.0,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,2.5,30.1,0.6369561537159303,1.52020202020202,0.18181818181818182,30.255227189219415,75.96470588235293,33.928000000000004,25.828,131.36131330339168,2.818181818181818,7.6000000000000005,13.157894736842104
387,388,Jalen Williams,PF,22,OKC,71,71,31.3,7.5,14.0,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,2.5,19.1,0.6215829211142931,1.3642857142857143,0.24285714285714285,20.929932135524005,54.51757188498403,20.464000000000002,17.064,119.92498827941867,2.6470588235294117,5.199999999999999,19.230769230769234
388,389,Jaylin Williams,C,21,OKC,69,1,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.6,1.2,0.5,0.533,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,0.5611672278338945,1.2121212121212122,0.6363636363636365,15.459064568284962,31.26153846153846,4.264,4.064,104.92125984251969,3.2,3.6999999999999997,27.027027027027028
389,390,Gordon Hayward,SF,33,OKC,51,28,24.4,3.7,7.9,0.464,0.7,1.8,0.411,2.9,6.1,0.479,0.51,1.7,2.4,0.742,0.7,2.8,3.5,3.1,0.8,0.3,1.3,1.3,9.8,0.5471192496650291,1.240506329113924,0.22784810126582278,14.53116300402161,42.0327868852459,10.856000000000002,10.256,105.85023400936039,2.3846153846153846,3.8999999999999995,25.641025641025646
390,391,Olivier Sarr,C,24,OKC,15,0,6.5,0.7,1.3,0.579,0.1,0.4,0.333,0.6,0.9,0.692,0.632,0.7,1.0,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,1.2,2.3,0.660919540229885,1.769230769230769,0.3076923076923077,16.24826606276196,29.846153846153847,2.7399999999999998,1.94,141.23711340206185,0.5,2.2,45.45454545454545
391,392,Cason Wallace,SG,20,OKC,82,13,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,0.6049822064056939,1.259259259259259,0.537037037037037,12.773255484567933,29.70873786407767,7.02,6.12,114.70588235294117,3.0,3.0,33.333333333333336
392,393,Luguentz Dort,SF,24,OKC,79,79,28.4,3.6,8.3,0.438,2.0,5.0,0.394,1.7,3.3,0.506,0.557,1.6,2.0,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,2.9,10.9,0.5936819172113289,1.3132530120481927,0.6024096385542168,13.11140262468951,35.492957746478886,11.780000000000001,10.080000000000002,116.86507936507934,1.5555555555555554,4.2,23.80952380952381
393,394,Lindy Waters III,SG,26,OKC,38,0,7.4,1.3,2.7,0.471,1.0,2.2,0.435,0.3,0.5,0.632,0.649,0.1,0.1,1.0,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6,0.6559766763848396,1.3333333333333333,0.8148148148148149,17.085773213101234,39.78378378378379,3.644,2.9440000000000004,123.77717391304347,2.9999999999999996,1.2,83.33333333333334
394,395,Kenrich Williams,PF,29,OKC,69,1,14.9,1.9,4.1,0.468,0.8,2.0,0.397,1.1,2.0,0.54,0.568,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7,0.561127029608405,1.1463414634146343,0.48780487804878053,13.32575914677525,31.463087248322143,4.788,4.688,102.1331058020478,2.6,2.8000000000000003,35.71428571428571
395,396,Adam Flagler,SG,24,OKC,2,0,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.5,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.21428571428571427,0.42857142857142855,0.8571428571428571,7.328299591572233,50.0,1.5,3.5,42.857142857142854,0.0,0.0,0.0
396,397,Aaron Wiggins,SG,25,OKC,78,4,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,0.663972286374134,1.4375000000000002,0.33333333333333337,15.779594512089036,37.554140127388536,7.296,5.896,123.74491180461331,1.5714285714285716,2.5,40.0
397,398,Josh Giddey,SG,21,OKC,80,80,25.1,5.0,10.6,0.475,1.0,3.0,0.337,4.0,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,1.4,12.3,0.5440552016985138,1.1603773584905661,0.2830188679245283,19.331460089696996,53.40239043824701,13.004000000000001,13.404,97.01581617427634,2.2857142857142856,6.199999999999999,16.12903225806452
398,399,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,0.313,0.1,0.3,0.333,0.4,1.4,0.308,0.344,0.0,0.0,0.0,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,0.3333333333333333,0.6666666666666666,0.16666666666666666,5.41502878764846,30.136986301369866,1.2,2.2,54.54545454545454,1.0,0.7999999999999999,125.00000000000001
399,400,Trevelin Queen,SG,26,ORL,14,0,11.8,1.0,2.7,0.368,0.2,1.2,0.176,0.8,1.5,0.524,0.408,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1,2.9,0.46834625322997414,1.074074074074074,0.4444444444444444,10.561372940795279,30.47457627118644,3.296,3.596,91.65739710789765,2.6,2.1,47.61904761904762
400,401,Cole Anthony,PG,23,ORL,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6,0.5477899508877975,1.2340425531914894,0.36170212765957444,17.647192031175784,54.410714285714285,12.788,12.188,104.92287495897604,1.8124999999999998,4.3,23.255813953488374
401,402,Chuma Okeke,SF,25,ORL,47,8,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,0.47054009819967263,0.9583333333333333,0.7083333333333334,9.77418986446271,29.82608695652174,2.344,2.7439999999999998,85.42274052478135,1.3333333333333335,1.6,62.5
402,403,Anthony Black,PG,20,ORL,69,33,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,0.5571705426356589,1.2777777777777777,0.38888888888888884,9.927512011973247,29.15976331360947,5.128,4.928,104.05844155844154,1.625,2.3,43.47826086956522
403,404,Admiral Schofield,PF,26,ORL,23,0,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.2,0.4,0.4,0.5,0.0,0.1,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.4,1.1,0.4807692307692308,1.0,0.6363636363636362,9.949710415266592,36.32432432432432,1.1440000000000001,1.344,85.11904761904762,1.4999999999999998,0.6,166.66666666666669
404,405,Franz Wagner,SF,22,ORL,72,72,32.5,7.3,15.2,0.482,1.3,4.6,0.281,6.0,10.6,0.57,0.525,3.8,4.4,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7,0.574813258636788,1.2960526315789473,0.3026315789473684,20.01786378932275,58.57230769230768,21.636,19.035999999999998,113.65833158226519,1.9473684210526319,5.800000000000001,17.241379310344826
405,406,Gary Harris,SG,29,ORL,54,27,24.0,2.4,5.5,0.441,1.4,3.8,0.371,1.0,1.7,0.598,0.569,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,0.5895420369104579,1.2545454545454546,0.6909090909090909,10.22190023912686,26.883333333333336,7.252000000000001,6.452,112.39925604463733,2.666666666666667,2.4,41.66666666666667
406,407,Goga Bitadze,C,24,ORL,62,33,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,0.6225099601593626,1.4705882352941178,0.05882352941176471,16.184961130049906,30.623376623376625,5.616,4.716,119.08396946564883,1.8571428571428574,4.6,21.73913043478261
407,408,Paolo Banchero,PF,21,ORL,80,80,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,0.5464216634429401,1.2840909090909092,0.25,20.73477707968379,67.94285714285714,25.68,23.78,107.98990748528175,1.7419354838709677,7.4,13.513513513513512
408,409,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,0.667,0.0,0.0,0.0,1.0,1.5,0.667,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,0.6666666666666666,1.3333333333333333,0.0,23.63735848654181,66.66666666666667,2.0,2.0,100.0,1.0,1.0,100.0
409,410,Jalen Suggs,SG,22,ORL,75,75,27.0,4.5,9.5,0.471,2.0,5.1,0.397,2.4,4.4,0.556,0.578,1.6,2.1,0.756,0.6,2.4,3.1,2.7,1.4,0.6,1.8,2.7,12.6,0.6043745203376822,1.3263157894736841,0.5368421052631579,15.724710822961857,45.27407407407408,13.524,12.224,110.63481675392669,1.5,4.3999999999999995,22.72727272727273
410,411,Caleb Houstan,SF,21,ORL,59,13,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,0.5848748639825897,1.2285714285714284,0.9428571428571428,10.189647599193789,28.81159420289855,4.476,3.976,112.57545271629779,1.6666666666666667,1.3,76.92307692307692
411,412,Moritz Wagner,C,26,ORL,80,1,17.7,4.2,6.9,0.601,0.5,1.4,0.33,3.7,5.5,0.673,0.636,2.1,2.6,0.814,1.5,2.9,4.3,1.2,0.5,0.3,1.2,2.0,10.9,0.6775236200895077,1.5797101449275361,0.20289855072463767,21.054552997388488,52.225988700564976,12.044,9.244,130.28991778450887,1.0,3.6999999999999997,27.027027027027028
412,413,Markelle Fultz,PG,25,ORL,43,18,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,1.5,7.8,0.49044265593561365,1.0263157894736843,0.052631578947368425,13.82088022306229,43.16981132075472,8.152,9.152,89.07342657342657,2.3333333333333335,3.1999999999999997,31.250000000000004
413,414,Jonathan Isaac,PF,26,ORL,58,2,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3.0,0.598,0.584,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,0.6163886874546772,1.387755102040816,0.38775510204081626,18.37258728579576,38.075949367088604,7.4159999999999995,6.016,123.27127659574467,1.0,5.1000000000000005,19.6078431372549
414,415,Joe Ingles,SF,36,ORL,68,0,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,1.0,0.439,0.59,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,0.625,1.3333333333333335,0.7272727272727273,11.82452717956149,26.279069767441857,4.62,4.52,102.21238938053098,3.0,2.5,40.0
415,416,Jett Howard,SF,20,ORL,18,0,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.2,0.3,0.6,0.45,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,0.447427293064877,0.9411764705882354,0.8235294117647058,12.39636051738133,53.72972972972973,1.6880000000000002,1.988,84.90945674044266,1.4999999999999998,0.5,200.0
416,417,Wendell Carter Jr.,C,24,ORL,55,48,25.6,4.1,7.7,0.525,1.2,3.1,0.374,2.9,4.6,0.626,0.6,1.7,2.4,0.694,2.0,4.9,6.9,1.7,0.6,0.5,1.2,2.2,11.0,0.6281407035175879,1.4285714285714286,0.4025974025974026,16.631804932435422,38.89062499999999,12.056000000000001,9.956,121.09280835676981,1.4166666666666667,6.0,16.666666666666668
417,418,Cameron Payne,PG,29,PHI,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,0.5609460278956944,1.1935483870967742,0.5483870967741935,15.178020992759684,44.2874251497006,7.796,7.396,105.40832882639265,3.25,1.8,55.55555555555556
418,419,KJ Martin,SF,23,PHI,60,2,12.4,1.6,3.0,0.536,0.1,0.5,0.286,1.5,2.6,0.582,0.558,0.4,0.7,0.537,0.7,1.5,2.2,0.9,0.4,0.2,0.5,1.7,3.7,0.5592503022974608,1.2333333333333334,0.16666666666666666,11.899795778914497,30.709677419354833,4.008,3.808,105.25210084033614,1.8,2.1,47.61904761904762
419,420,Tobias Harris,PF,31,PHI,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,1.6,17.2,0.5764075067024128,1.2647058823529411,0.2720588235294118,18.408749791986356,47.98816568047338,18.52,16.22,114.18002466091247,2.3846153846153846,7.0,14.285714285714286
420,421,Kelly Oubre Jr.,SF,28,PHI,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,0.5348707974437343,1.193798449612403,0.37209302325581395,16.306679885882588,51.97350993377484,16.896,15.696000000000002,107.64525993883792,1.1538461538461537,5.4,18.51851851851852
421,422,Joel Embiid,C,29,PHI,39,39,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,0.6448855188819507,1.5917431192660552,0.1651376146788991,35.01598052394625,91.38095238095238,39.804,30.704,129.63783220427305,1.4736842105263157,11.499999999999998,8.695652173913045
422,423,Paul Reed,C,24,PHI,82,24,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,0.5757097791798107,1.2372881355932202,0.11864406779661016,16.93863789768197,36.80412371134021,7.74,7.140000000000001,108.4033613445378,1.625,5.4,18.51851851851852
423,424,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,0.5073051948051948,1.1363636363636362,0.5,10.666635794025794,32.139534883720934,2.7640000000000002,2.7640000000000002,100.0,2.3333333333333335,1.2000000000000002,83.33333333333331
424,425,Ricky Council IV,SG,22,PHI,32,0,9.0,1.7,3.5,0.482,0.4,1.0,0.375,1.3,2.5,0.525,0.536,1.7,2.2,0.746,0.4,1.0,1.4,0.5,0.3,0.0,0.2,0.5,5.4,0.6042972247090421,1.542857142857143,0.2857142857142857,18.943414957299467,51.86666666666667,6.368,4.668,136.41816623821765,2.5,1.3,76.92307692307692
425,426,Robert Covington,PF,33,PHI,29,6,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,0.5795574288724974,1.2941176470588236,0.5588235294117647,13.291523769028073,24.976190476190474,4.796,4.196,114.29933269780744,2.0,4.199999999999999,23.809523809523814
426,427,Buddy Hield,SF,31,PHI,84,42,25.7,4.4,10.1,0.436,2.6,6.8,0.386,1.8,3.4,0.539,0.565,0.6,0.7,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,2.0,12.1,0.5812836279784781,1.198019801980198,0.6732673267326733,16.0035034111217,45.16731517509728,12.408,11.607999999999999,106.89179875947623,2.3333333333333335,3.8,26.315789473684212
